id;created_at;created_dmy;red;text;type;page_id;audiencia_interaccion;audiencia;comments;likes;reactions;shares;interaccion;ranking;views;user_id;username;name;user_desc;followers;friends;is_reply;is_rt;reply_to_id;location;pais;ciudad;sector;gen;lang;link;linkpage;keywords
969379811865117;2024-05-31 11:20:09.0;31-05-2024;Facebook;Lula não vai à Marcha para Jesus em São Paulo | Jorge Messias, advogado-geral da União, vai representar o presidente e deve levar uma carta em nome do petista. | O presidente Luiz Inácio Lula da Silva (PT) não estará presente na Marcha para Jesus, que ocorre nesta quinta-feira, 30, em São Paulo. Em seu lugar, o advogado-geral da União, Jorge Messias, representará o presidente e entregará uma carta em nome do petista. No ano anterior, Messias também r...;Post;1761601207399222;8548;8538;0;1;1;0;1;9;;1761601207399222;;AM POST;;85370;;;;;BRA Manaus;BRA;Manaus;;;pt;https://www.facebook.com/969379811865117/status/969379811865117;https://www.facebook.com/969379811865117;Luiz inácio lula da silva
1796501625219236338;2024-05-31 11:18:59.0;31-05-2024;Twitter;Eu prometo que faremos de tudo para devolver bem-estar, dignidade e alegria à Dona Elaci e a todos que tiveram suas histórias e casas levadas pela água. Contem comigo, com o ministro @waldezoficial, com o presidente @LulaOficial e com toda nossa equipe. Vocês não estão sozinhos! Estamos aqui com vocês e por vocês. Vamos superar isso juntos!;Tweet;1548284212515508224;0;0;0;0;0;0;0;1;0;1548284212515508224;Francis50576448;Francisco Oliveira;Amizade;70;98;false;true;;;;;;U;pt;https://twitter.com/Francis50576448/status/1796501625219236338;https://twitter.com/Francis50576448;@lulaoficial
1796501567786656145;2024-05-31 11:18:45.0;31-05-2024;Twitter;Eu prometo que faremos de tudo para devolver bem-estar, dignidade e alegria à Dona Elaci e a todos que tiveram suas histórias e casas levadas pela água. Contem comigo, com o ministro @waldezoficial, com o presidente @LulaOficial e com toda nossa equipe. Vocês não estão sozinhos! Estamos aqui com vocês e por vocês. Vamos superar isso juntos!;Tweet;124272417;0;0;0;0;0;0;0;5;0;124272417;elaneide;Elaneide;;2037;2518;false;true;;Barra do Garças, Brasil;;;;F;pt;https://twitter.com/elaneide/status/1796501567786656145;https://twitter.com/elaneide;@lulaoficial
1796501460576088251;2024-05-31 11:18:20.0;31-05-2024;Twitter;@gleisi @LulaOficial Na verdade, senhora, não foi anulada a lei ordinária recém promulgada. O que em verdade ocorreu é que o ministro aplicou o princípio de que lei penal só retroage em benefício do réu. In casu, a lei vale dos casos para após sua vigência. Logo, não foi anulada. Você deveria saber.;Tweet;1442318612027510791;0;0;0;0;0;0;0;2;0;1442318612027510791;SoniaPereiraFe5;Sonia Pereira Ferreira;;117;570;false;true;;;;;;F;pt;https://twitter.com/SoniaPereiraFe5/status/1796501460576088251;https://twitter.com/SoniaPereiraFe5;@lulaoficial
1796501426891554982;2024-05-31 11:18:12.0;31-05-2024;Twitter;Eu prometo que faremos de tudo para devolver bem-estar, dignidade e alegria à Dona Elaci e a todos que tiveram suas histórias e casas levadas pela água. Contem comigo, com o ministro @waldezoficial, com o presidente @LulaOficial e com toda nossa equipe. Vocês não estão sozinhos! Estamos aqui com vocês e por vocês. Vamos superar isso juntos!;Tweet;1201526290383282177;0;0;0;0;0;0;0;5;0;1201526290383282177;MiguelC10253349;Miguel Cordeiro;;1257;1809;false;true;;;;;;M;pt;https://twitter.com/MiguelC10253349/status/1796501426891554982;https://twitter.com/MiguelC10253349;@lulaoficial
1796501302064930900;2024-05-31 11:17:42.0;31-05-2024;Twitter;Eu prometo que faremos de tudo para devolver bem-estar, dignidade e alegria à Dona Elaci e a todos que tiveram suas histórias e casas levadas pela água. Contem comigo, com o ministro @waldezoficial, com o presidente @LulaOficial e com toda nossa equipe. Vocês não estão sozinhos! Estamos aqui com vocês e por vocês. Vamos superar isso juntos!;Tweet;1622329375889784832;0;0;0;0;0;0;0;5;0;1622329375889784832;CombaDoPT;★ ¹³𝗖𝗼𝗺𝗯𝗮𝘁𝗲ᴾᵀ;Marxlulista-lenihaddadista;2301;704;false;true;;Partido dos Trabalhadores;;;;M;pt;https://twitter.com/CombaDoPT/status/1796501302064930900;https://twitter.com/CombaDoPT;@lulaoficial
1796501079984881800;2024-05-31 11:16:49.0;31-05-2024;Twitter;Eu prometo que faremos de tudo para devolver bem-estar, dignidade e alegria à Dona Elaci e a todos que tiveram suas histórias e casas levadas pela água. Contem comigo, com o ministro @waldezoficial, com o presidente @LulaOficial e com toda nossa equipe. Vocês não estão sozinhos! Estamos aqui com vocês e por vocês. Vamos superar isso juntos!;Tweet;309964494;0;0;0;0;0;0;0;4;0;309964494;acandre27;Antonio Andre;DEMOCRACIA é o maior bem de uma sociedade !;746;4132;false;true;;;;;;M;pt;https://twitter.com/acandre27/status/1796501079984881800;https://twitter.com/acandre27;@lulaoficial
1796501068890984817;2024-05-31 11:16:46.0;31-05-2024;Twitter;@gleisi @LulaOficial Na verdade, senhora, não foi anulada a lei ordinária recém promulgada. O que em verdade ocorreu é que o ministro aplicou o princípio de que lei penal só retroage em benefício do réu. In casu, a lei vale dos casos para após sua vigência. Logo, não foi anulada. Você deveria saber.;Tweet;1608826784287543296;0;0;0;0;0;0;0;2;0;1608826784287543296;WolfJannini;Alexandre W J;Advogado e Piloto de Linha Aérea;132;331;false;true;;;;;;M;pt;https://twitter.com/WolfJannini/status/1796501068890984817;https://twitter.com/WolfJannini;@lulaoficial
1796499992800288937;2024-05-31 11:12:30.0;31-05-2024;Twitter;@LulaOficial A saidinha dos presos é questão de honra né…;Tweet;1777777344373026817;2;2;0;0;0;0;0;0;0;1777777344373026817;andressaherzogG;Andressa Herzog;;0;7;true;false;1796236750567690373;;;;;F;pt;https://twitter.com/andressaherzogG/status/1796499992800288937;https://twitter.com/andressaherzogG;@lulaoficial
966257195507854;2024-05-31 11:10:11.0;31-05-2024;Facebook;"🇧🇷 CAYÓ LA DEFORESTACIÓN EN BRASIL

La deforestación en Brasil disminuyó un 11,6 % en 2023, la primera caída de los últimos cinco años, gracias al descenso de la tala en la Amazonía.

La caída de la devastación en Brasil coincide con la llegada de Luiz Inácio Lula da Silva al poder y su política para endurecer los controles contra la deforestación, un crimen ambiental que creció a ritmos alarmantes durante el Gobierno del ultraderechista Jair Bolsonaro, especialmente en la Amazonía brasileña.

#luladasilva #brasil #deforestacion #amazonas | ";Post;107207414000335;5921;5921;0;0;0;0;0;9;;107207414000335;;PD Digital;;59210;;;;;ARG;ARG;;;;es;https://www.facebook.com/966257195507854/status/966257195507854;https://www.facebook.com/966257195507854;#luladasilva,Luiz inácio lula da silva
1796497083840762187;2024-05-31 11:00:56.0;31-05-2024;Twitter;@guimaraes13PT @LulaOficial @CamiloSantanaCE @elmanooficial Kkkkkkkk..... Q é isso 🩲💵 https://t.co/TyU46TOd0q;Tweet;1586076015540969473;0;0;0;0;0;0;0;1;0;1586076015540969473;Fernandaun6;Fernandaun;;41;233;true;false;1796158401514295452;;;;;M;hu;https://twitter.com/Fernandaun6/status/1796497083840762187;https://twitter.com/Fernandaun6;@lulaoficial
1796496402048299478;2024-05-31 10:58:14.0;31-05-2024;Twitter;A derrubada do veto do presidente @LulaOficial a “saidinha” foi anulada pela acertada decisão do ministro do STF André Mendonça, de que a restrição à saída temporária de presos não vale para quem já cumpria pena. Pegou mal no bolsonarismo, mas muito bem pra quem defende a justiça. Toma Congresso;Tweet;1584327540482654209;0;0;0;0;0;0;0;6;0;1584327540482654209;Lus80869491;Luís Saraiva;✊🏾✊🏾✊🏾🇵🇸🇵🇸🚩SDV🚩🇵🇸🇵🇸;5026;5170;false;true;;;;;;M;pt;https://twitter.com/Lus80869491/status/1796496402048299478;https://twitter.com/Lus80869491;@lulaoficial
1796496109290078671;2024-05-31 10:57:04.0;31-05-2024;Twitter;"@LulaOficial Falou a voz da mentira! Vai ser igual as obras da COPA DO MUNDO lá em CUIABÁ até hoje nunca terminaram. Larga de proselitismo.
@ArthurLira_ @rodrigopacheco @jairbolsonaro @AnaPaulaVolei @LRobertoBarroso @alexandre @augustosnunes @monicabergamo @renancalheiros @EduGiraoOficial";Tweet;1783250859591122944;5;5;0;0;0;0;0;1;0;1783250859591122944;Moto3232M42711;Moto3232 Moto;;3;14;true;false;1795832835439296608;;;;;U;pt;https://twitter.com/Moto3232M42711/status/1796496109290078671;https://twitter.com/Moto3232M42711;@lulaoficial
1796496107511730382;2024-05-31 10:57:03.0;31-05-2024;Twitter;@KriskaCarvalho @gleisi @LulaOficial Revolta penitenciária kkkkk ! Vão a merda!!! Kkkkk;Tweet;1688578640076853248;2;2;0;0;0;0;0;1;0;1688578640076853248;RobsonN46769388;Robson Nascimento;;13;140;true;false;1796237653878157375;;;;;M;hu;https://twitter.com/RobsonN46769388/status/1796496107511730382;https://twitter.com/RobsonN46769388;@lulaoficial
1796496004897988877;2024-05-31 10:56:39.0;31-05-2024;Twitter;"O @felipeneto (mais conhecido como o bobo da corte de @LulaOficial e @JanjaLula) me bloqueou porque eu mostrei a ele que a Oposição foi contrária ao imposto das compras na Shopee e similares.

A intimidade palaciana que Felipe Neto demonstra ter talvez tenha dado a ele uma espécie de imunidade digital, já que suas mentiras nunca são alcançadas pelo seletivo radar do Montanha @Pimenta13Br.

Felipe Neto, que fraudava campeonato virtual de xadrez, agora tem um novo hobby: fraudar a verdade dos fatos.";Tweet;1522771774424944643;0;0;0;0;0;0;0;2;0;1522771774424944643;Juninho232117;JR CORRÊA 2;;125;333;false;true;;;;;;M;pt;https://twitter.com/Juninho232117/status/1796496004897988877;https://twitter.com/Juninho232117;@lulaoficial
1796495160395903166;2024-05-31 10:53:18.0;31-05-2024;Twitter;@KriskaCarvalho @gleisi @LulaOficial O Estado não pode ter medo de revolta penitenciária!;Tweet;1583097612344999936;0;0;0;0;0;0;0;1;0;1583097612344999936;br_amoroso;Bruno Amoroso;;10;127;true;false;1796237653878157375;;;;;M;pt;https://twitter.com/br_amoroso/status/1796495160395903166;https://twitter.com/br_amoroso;@lulaoficial
980438986926114;2024-05-31 10:46:41.0;31-05-2024;Facebook;Este livro trata dos dez primeiros anos do Partido dos Trabalhadores no poder, de janeiro de 2003 a dezembro de 2012. Analisa, portanto, os dois mandatos do presidente Luiz Inácio Lula da Silva e os dois anos iniciais da gestão de Dilma Rousseff. Mais do que retrato definidor de uma Década perdida, o trabalho de Marco Antonio Villa desnuda padrões, revela modelos de comportamento, fixa estilos de conduta, o próprio modus operandi do PT no poder, o método, segundo o autor: aparelhar o Estado desde dentro e de forma que, progressivamente, não mais se distinga do partido. Ao optar por um encadeamento cronológico, Villa dá a este livro, mais do que uma estrutura clara e leve, a temporalidade necessária à compreensão do que considera um golpe em pleno curso. Ao reconstituir criticamente os principais momentos de cada ano, destacando os fatos relacionados diretamente à forma petista de se servir da República, o autor, notável historiador, faz desfilar, por meio de prosa de rara categoria, o corpo da estratégia que fundamenta, como definiu o ministro Celso de Mello, do Supremo Tribunal Federal, um “projeto criminoso de poder”.;Comment;102285684838;0;0;0;0;0;0;0;0;;102285684838;;Reinaldo Azevedo;;0;;;;1015419166615190;BRA São Paulo Avenida Corifeu de Azevedo Marques;BRA;São Paulo;;;pt;https://www.facebook.com/1015419166615190;https://www.facebook.com/980438986926114;Luiz inácio lula da silva
1796493302554087869;2024-05-31 10:45:55.0;31-05-2024;Twitter;@Pedro23Pt @pesquisas_elige @JMilei @LulaOficial @FlavioBolsonaro @CarlosBolsonaro @BolsonaroSP @jairbolsonaro @EduGiraoOficial @GayerGus @nikolas_dm MILEI FEZ O L 🚩📷MILEI FEZ O L 📷📷MILEI FEZ O L 📷 🚩🦑;Tweet;1765718833258508288;10;10;0;0;0;0;0;1;0;1765718833258508288;cunha69978;Delmino Soares da Cunha;;26;107;true;false;1796330511117201758;;;;;M;ro;https://twitter.com/cunha69978/status/1796493302554087869;https://twitter.com/cunha69978;@lulaoficial
1796492567758164075;2024-05-31 10:43:00.0;31-05-2024;Twitter;@gleisi @LulaOficial André Mendonça salvando o país de uma revolta penitenciária é distopia pura.;Tweet;14372459;0;0;0;0;0;0;0;5;0;14372459;acg747;ACG747ᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;"jornalista do Portal Onim de boas idéias e do app/blog
acg747top
""O plantio é uma escolha, mas a colheita é obrigatória"".";1169;3935;false;true;;Salvador/Bahia/Brasil;;;;M;pt;https://twitter.com/acg747/status/1796492567758164075;https://twitter.com/acg747;@lulaoficial
1796491750443532533;2024-05-31 10:39:45.0;31-05-2024;Twitter;"Já são mais de 30 dias vendo cenas tristes, de destruição, mas até agora eu e o ministro @WaldezOficial não tínhamos nos deparado com algo tão dramático como o que vimos hoje no bairro Passo de Estrela, em Cruzeiro do Sul. Esse local foi 100% devastado. As 650 moradias que existiam aqui já não existem mais. 

São histórias de vida que precisam ser reconstruídas, e podem ter certeza que, cumprindo a missão dada pelo presidente @LulaOficial, assim será.

Mais do que verificar a situação do bairro, viemos transmitir mensagens de esperança em nome do presidente Lula, reforçando à população que não faltará empenho nem recurso para recuperar o que a água levou. Estamos aqui com vocês e por vocês. 🟩🟥🟨";Tweet;1465753660168843264;0;0;0;0;0;0;0;4;0;1465753660168843264;MaruxVb;Marux 🇷🇺🇨🇳🇵🇸🇿🇦🇧🇷🇮🇳🇨🇺🇰🇵;"Marux Luthieria 

#freepalestine
for Hind!

@eualediiass 💍";580;506;false;true;;na Lua da Terra Plana;;;;M;pt;https://twitter.com/MaruxVb/status/1796491750443532533;https://twitter.com/MaruxVb;@lulaoficial
1796491524160831759;2024-05-31 10:38:51.0;31-05-2024;Twitter;A derrubada do veto do presidente @LulaOficial a “saidinha” foi anulada pela acertada decisão do ministro do STF André Mendonça, de que a restrição à saída temporária de presos não vale para quem já cumpria pena. Pegou mal no bolsonarismo, mas muito bem pra quem defende a justiça. Toma Congresso;Tweet;2187364866;0;0;0;0;0;0;0;2;0;2187364866;arthurpsouza;maior escritor br do séc. xxi;;227;472;false;true;;;;;;M;pt;https://twitter.com/arthurpsouza/status/1796491524160831759;https://twitter.com/arthurpsouza;@lulaoficial
1796491474638713044;2024-05-31 10:38:39.0;31-05-2024;Twitter;"Já são mais de 30 dias vendo cenas tristes, de destruição, mas até agora eu e o ministro @WaldezOficial não tínhamos nos deparado com algo tão dramático como o que vimos hoje no bairro Passo de Estrela, em Cruzeiro do Sul. Esse local foi 100% devastado. As 650 moradias que existiam aqui já não existem mais. 

São histórias de vida que precisam ser reconstruídas, e podem ter certeza que, cumprindo a missão dada pelo presidente @LulaOficial, assim será.

Mais do que verificar a situação do bairro, viemos transmitir mensagens de esperança em nome do presidente Lula, reforçando à população que não faltará empenho nem recurso para recuperar o que a água levou. Estamos aqui com vocês e por vocês. 🟩🟥🟨";Tweet;1575466876599148545;0;0;0;0;0;0;0;1;0;1575466876599148545;vaniajfeliciano;Vânia De Jesus Feliciano;;43;26;false;true;;;;;;U;pt;https://twitter.com/vaniajfeliciano/status/1796491474638713044;https://twitter.com/vaniajfeliciano;@lulaoficial
1796490937277034851;2024-05-31 10:36:31.0;31-05-2024;Twitter;"Y ahora que dirá Doña @MaElviraSalazar ?
El culpable no es @petrogustavo ni @nicmaduroguerra ni @LulaOficial ni @evoespueblo ni @MashiRafael …
El CULPABLE es @realDonaldTrump jefe de María Elvira ….
Uppsss que cosas con estas gentes de Miami…";Tweet;512546508;0;0;0;0;0;0;0;6;0;512546508;Casanay1910;Pedro Casanay;Digo lo que pienso pero tambien pienso lo que digo.;3329;4864;false;true;;Venezuela;;;;M;es;https://twitter.com/Casanay1910/status/1796490937277034851;https://twitter.com/Casanay1910;@lulaoficial
1796490918457209044;2024-05-31 10:36:26.0;31-05-2024;Twitter;"Y ahora que dirá Doña @MaElviraSalazar ?
El culpable no es @petrogustavo ni @nicmaduroguerra ni @LulaOficial ni @evoespueblo ni @MashiRafael …
El CULPABLE es @realDonaldTrump jefe de María Elvira ….
Uppsss que cosas con estas gentes de Miami…";Tweet;67133145;0;0;0;0;0;0;0;5;0;67133145;Karimg40;Karim;;2866;4292;false;true;;Venezuela;;;;M;es;https://twitter.com/Karimg40/status/1796490918457209044;https://twitter.com/Karimg40;@lulaoficial
1796490284509155598;2024-05-31 10:33:55.0;31-05-2024;Twitter;A derrubada do veto do presidente @LulaOficial a “saidinha” foi anulada pela acertada decisão do ministro do STF André Mendonça, de que a restrição à saída temporária de presos não vale para quem já cumpria pena. Pegou mal no bolsonarismo, mas muito bem pra quem defende a justiça. Toma Congresso;Tweet;52919615;0;0;0;0;0;0;0;4;0;52919615;JCSimonassi;JC Simonassi😎;… a não ser a vontade de te encontrar, o motivo já nem sei, nem que seja só para estar ao teu lado, só pra ler no teu rosto uma mensagem de amor…;760;1230;false;true;;Florianópolis, Brasil;;;;F;pt;https://twitter.com/JCSimonassi/status/1796490284509155598;https://twitter.com/JCSimonassi;@lulaoficial
2018992058532344;2024-05-31 10:30:42.0;31-05-2024;Facebook;"PARABÉNS PRESIDENTE LULA! DEUS O ABENÇOE, PROTEJA E ILUMINE SEUS CAMINHOS!  O BRASIL JÁ VOLTOU ÀS 10 MAIORES ECONOMIAS DO MUNDO, QUANDO GOVERNOU, NOS PRIMEIROS 8 ANOS, DE 2023 ATÉ 2010, LULA INVESTIU NO INCENTIVO ÀS  EMPRESAS, CRIOU OBRAS DO PAC GEROU EMPREGOS E AQUECEU A ECONOMIA, PAGOU O FMI E DEIXOU O BRASIL NA 6° (SEXTA) MAIOR ECONOMIA DO MUNDO, E COM CONTINUAÇÃO DE DILMA(2011 ATÉ 2016), QUE CONQUISTOU A MENOR TAXA DE DESEMPREGO(4,7) TIRARAM 36 MILHÕES DE BRASILEIROS DO MAPA DA FOME(RECONHECIDO PELA ONU), MAS OS SABOTADORES TRAIDORES GOLPISTAS,  DERRUBARAM DILMA, QUE APESAR DOS BOICOTES E ""PAUTAS BOMBA"" DO CONGRESSO, CONSEGUIU MANTER A ECONOMIA POR UM TEMPO E  EM SEU ÚLTIMO DIA DE MANDATO, TEVE A MENOR TAXA HISTÓRICA DE DESEMPREGO EM 4,7%, E CONTABILIZOU 300 BILHÕES EM RESERVAS CAMBIAIS, MAS OS GOLPISTAS  COM TEMER COLOCARAM A DIREITA DE VOLTA NO GOVERNO, PRIVATIZARAM NOSSO  PATRIMÔNIO DE MÃO BEIJADA AOS ESPECULADORES DO MERCADO FINANCEIRO DE RICAÇOS, E DESTRUÍRAM A ECONOMIA, COM ALTO DESEMPREGO E MISÉRIA E  COM A ELEIÇÃO DE  BOLSODEMÔNIO, PIOROU TUDO COM O DES-GOVERNO DE DIREITA, ESCRAVISTA, EXPLORADOR, RENTISTA, PRIVATISTA, DESEMPREGOU MUITO MAIS E A ECONOMIA CAIU PARA  12°(DÉCIMO SEGUNDO LUGAR) E FEZ VOLTAR PARA MISÉRIA DA FOME 33 MILHÕES DE BRASILEIROS!
MAS O GRANDE ESTADISTA LUÍS INÁCIO LULA DA SILVA AO SER ELEITO EM 2022, E TOMANDO POSSE EM  2023, EM POUCO MAIS DE UM ANO,  JÁ ELEVOU A ECONOMIA, GERANDO EMPREGOS, E SEM VENDER PATRIMÔNIO, JÁ ELEVOU O BRASIL  PARA 9° (NONA) MAIOR ECONOMIA MUNDIAL E  JÁ RETIROU NOVAMENTE DO MAPA DA MISÉRIA DA FOME 12 MILHÕES DE PESSOAS! PESQUISE NO GOOGLE: DIGITE, PIB BRASIL, E DESLIZE A LINHA VERTICAL E CONFIRME EM CADA ANO E VEJA O VALOR EM TRILHÕES E QUEM GOVERNAVA EM CADA ANO DE MAIOR ""PIB"".";Comment;1894520370802455;0;0;0;0;0;0;0;0;;1894520370802455;;Governo do Brasil;;0;;;;766020845709150;BRA;BRA;;;;pt;https://www.facebook.com/766020845709150;https://www.facebook.com/2018992058532344;Lula da silva
1796487417958105118;2024-05-31 10:22:32.0;31-05-2024;Twitter;@Pedro23Pt @pesquisas_elige @JMilei @LulaOficial @FlavioBolsonaro @CarlosBolsonaro @BolsonaroSP @jairbolsonaro @EduGiraoOficial @GayerGus @nikolas_dm Quando o lula salvou o Brasil???? Viajando mais que todos presidentes e já estourou toda verba em menos de 1 ano??? Ou pelas inimizades feitas lá fora internacional;Tweet;2437643886;1403;5;1;0;0;0;1;6;0;2437643886;silviaaaaaa2014;EU NAO VOTO EM LADRAO CONDENADO;"SDV a todos direita
Mae, avo conservadora  #Bolsonaroate2026 ja em campanha
perdi minha conta🇧🇷😎👉👉";6988;7685;true;false;1796330511117201758;sp;;;;F;pt;https://twitter.com/silviaaaaaa2014/status/1796487417958105118;https://twitter.com/silviaaaaaa2014;@lulaoficial
